id	C4	C13	C37	C50	C59	C75	C78	C86	C118	C123	C135	C160	C176	C190	C215	C245	C258	C259	C261	C262	C278	C289	C291	C321	C324	C338	C339	C341	C347	C402	C408	C436	C472	C475	C476	C481	C504	C1167	C1248	C1262	C1286	C1292	C1345	C1349	C1358	C1390	C1391	C1510	C1541	C1548	C1549	C1552	C1564	C1669	C1712	C1765	C1796	C1970	C1985	C2048	C2124	C2309	C2343	C2448	C2449	C2646	C2947	C3082	C3403	C3450	C3473	C3679	C3854	C3879	C3884	C4073	C4103	C4131	C4136
2015	0.000	0.714	0.009	0.053	0.005	0.001	0.000	0.011	0.174	0.009	0.024	0.162	0.715	0.486	0.049	0.000	0.000	0.002	0.160	0.000	0.996	0.001	0.000	0.724	0.014	0.000	0.000	0.000	0.721	0.000	0.000	0.001	0.004	0.563	0.016	0.010	0.000	0.023	0.371	0.000	0.128	0.023	0.001	0.646	0.001	0.011	0.002	0.005	0.001	0.002	0.000	0.000	0.009	0.048	0.008	0.002	0.000	0.000	0.007	0.001	0.001	0.000	0.653	0.839	0.427	0.013	0.000	0.000	0.007	0.000	0.005	0.000	0.002	0.000	0.182	0.003	0.114	0.342	0.027
2016	0.000	0.000	0.037	0.004	0.001	0.000	0.000	0.034	0.092	0.009	0.013	0.000	0.220	0.353	0.001	0.000	0.001	0.082	0.230	0.000	0.000	0.000	0.000	0.543	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.005	0.010	0.000	0.269	0.020	0.000	0.127	0.342	0.000	0.112	0.003	0.002	0.054	0.043	0.000	0.008	0.020	0.000	0.001	0.345	0.000	0.001	0.000	0.000	0.000	0.013	0.002	0.000	0.260	0.000	0.000	0.022	0.000	0.000	0.015	0.000	0.001	0.009	0.001	0.000	0.010	0.002	0.103	0.000	0.023
2017	0.000	0.000	0.000	0.082	0.000	0.000	0.000	0.094	0.037	0.002	0.000	0.000	0.001	0.002	0.230	0.000	0.000	0.788	0.001	0.025	0.000	0.000	0.000	0.001	0.085	0.006	0.002	0.014	0.000	0.000	0.000	0.000	0.163	0.000	0.000	0.015	0.000	0.066	0.000	0.000	0.000	0.130	0.000	0.001	0.055	0.000	0.000	0.000	0.000	0.849	0.000	0.000	0.677	0.352	0.124	0.020	0.000	0.000	0.022	0.794	0.004	0.000	0.001	0.000	0.000	0.021	0.000	0.003	0.000	0.000	0.000	0.000	0.020	0.000	0.685	0.340	0.000	0.000	0.013
2018	0.000	0.000	0.000	0.015	0.000	0.000	0.000	0.004	0.023	0.001	0.000	0.000	0.001	0.000	0.044	0.000	0.000	0.001	0.000	0.944	0.000	0.000	0.000	0.000	0.020	0.341	0.096	0.938	0.000	0.000	0.000	0.000	0.802	0.001	0.000	0.002	0.001	0.012	0.000	0.000	0.000	0.007	0.000	0.000	0.276	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.097	0.423	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.007	0.006	0.854	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.012
2019	0.000	0.000	0.000	0.063	0.000	0.000	0.000	0.008	0.022	0.006	0.000	0.000	0.000	0.000	0.033	0.000	0.000	0.679	0.001	0.036	0.000	0.000	0.000	0.000	0.457	0.019	0.003	0.026	0.000	0.000	0.000	0.000	0.126	0.000	0.000	0.002	0.001	0.017	0.000	0.000	0.000	0.750	0.000	0.000	0.050	0.000	0.000	0.000	0.019	0.460	0.008	0.000	0.367	0.600	0.066	0.032	0.000	0.000	0.008	0.375	0.007	0.000	0.001	0.000	0.000	0.049	0.000	0.009	0.001	0.000	0.000	0.000	0.031	0.000	0.011	0.127	0.000	0.000	0.007
2020	0.000	0.000	0.011	0.009	0.001	0.000	0.000	0.002	0.020	0.003	0.124	0.000	0.006	0.834	0.000	0.000	0.000	0.000	0.004	0.000	0.000	0.000	0.000	0.074	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.002	0.002	0.000	0.006	0.002	0.000	0.205	0.000	0.000	0.004	0.002	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.014	0.000	0.000	0.001	0.000	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.002	0.000	0.036	0.000	0.013
2022	0.000	0.000	0.001	0.322	0.002	0.000	0.000	0.079	0.080	0.009	0.000	0.000	0.004	0.000	0.000	0.000	0.000	0.001	0.009	0.259	0.000	0.000	0.000	0.003	0.085	0.111	0.144	0.001	0.000	0.000	0.000	0.000	0.002	0.001	0.005	0.083	0.000	0.013	0.001	0.000	0.000	0.001	0.000	0.000	0.001	0.003	0.000	0.000	0.000	0.001	0.000	0.000	0.001	0.011	0.001	0.000	0.000	0.000	0.070	0.000	0.000	0.000	0.001	0.000	0.000	0.205	0.000	0.219	0.002	0.000	0.001	0.000	0.000	0.000	0.014	0.000	0.000	0.001	0.121
2023	0.000	0.000	0.006	0.128	0.002	0.000	0.000	0.008	0.064	0.005	0.013	0.000	0.023	0.193	0.256	0.000	0.000	0.124	0.007	0.000	0.000	0.000	0.000	0.009	0.079	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.007	0.000	0.009	0.005	0.000	0.106	0.003	0.000	0.011	0.067	0.000	0.038	0.001	0.002	0.870	0.779	0.000	0.130	0.000	0.000	0.283	0.102	0.008	0.066	0.000	0.100	0.213	0.210	0.040	0.000	0.015	0.000	0.000	0.059	0.000	0.000	0.004	0.000	0.007	0.053	0.096	0.000	0.656	0.046	0.235	0.000	0.013
2024	0.000	0.000	0.002	0.150	0.002	0.000	0.000	0.011	0.050	0.003	0.003	0.000	0.004	0.002	0.000	0.000	0.000	0.008	0.029	0.058	0.000	0.000	0.000	0.004	0.023	0.030	0.218	0.010	0.000	0.000	0.000	0.000	0.018	0.002	0.005	0.016	0.003	0.123	0.000	0.000	0.002	0.038	0.000	0.001	0.017	0.003	0.000	0.000	0.000	0.024	0.000	0.000	0.001	0.104	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.025	0.000	0.033	0.002	0.000	0.001	0.000	0.000	0.000	0.002	0.000	0.001	0.001	0.026
2025	0.000	0.000	0.000	0.604	0.000	0.000	0.000	0.015	0.059	0.003	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.006	0.000	0.000	0.000	0.000	0.001	0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.001	0.000	0.017	0.000	0.237	0.000	0.000	0.000	0.054	0.000	0.001	0.004	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.001	0.144	0.001	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.116	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.004	0.000	0.001	0.001	0.017
2026	0.000	0.000	0.010	0.026	0.001	0.000	0.000	0.052	0.046	0.023	0.008	0.000	0.007	0.198	0.000	0.000	0.001	0.004	0.015	0.000	0.000	0.000	0.000	0.014	0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.000	0.006	0.027	0.000	0.547	0.000	0.000	0.005	0.038	0.000	0.013	0.003	0.002	0.737	0.004	0.000	0.002	0.001	0.000	0.004	0.044	0.001	0.000	0.000	0.097	0.000	0.000	0.000	0.000	0.024	0.000	0.000	0.266	0.000	0.000	0.020	0.000	0.003	0.345	0.000	0.000	0.284	0.000	0.230	0.001	0.040
2027	0.000	0.000	0.000	0.065	0.000	0.000	0.000	0.013	0.021	0.011	0.000	0.000	0.000	0.001	0.001	0.000	0.000	0.029	0.006	0.109	0.000	0.000	0.000	0.000	0.546	0.048	0.026	0.078	0.000	0.000	0.000	0.000	0.093	0.000	0.001	0.012	0.006	0.134	0.000	0.000	0.000	0.508	0.000	0.001	0.074	0.000	0.000	0.000	0.001	0.003	0.068	0.000	0.002	0.581	0.051	0.001	0.000	0.000	0.008	0.001	0.001	0.000	0.001	0.000	0.000	0.118	0.014	0.025	0.004	0.000	0.001	0.000	0.002	0.000	0.003	0.000	0.001	0.000	0.008
2028	0.000	0.000	0.000	0.065	0.000	0.000	0.000	0.003	0.096	0.003	0.000	0.000	0.001	0.000	0.002	0.000	0.000	0.430	0.010	0.047	0.000	0.000	0.000	0.001	0.660	0.040	0.039	0.036	0.000	0.000	0.000	0.000	0.034	0.000	0.000	0.003	0.007	0.045	0.000	0.000	0.000	0.063	0.000	0.001	0.028	0.000	0.000	0.000	0.000	0.001	0.053	0.002	0.001	0.484	0.030	0.000	0.000	0.000	0.119	0.002	0.000	0.000	0.000	0.000	0.000	0.126	0.026	0.012	0.001	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.006
2029	0.000	0.000	0.000	0.597	0.000	0.000	0.000	0.004	0.044	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.012	0.000	0.000	0.000	0.000	0.045	0.009	0.006	0.002	0.000	0.000	0.000	0.000	0.003	0.001	0.000	0.005	0.000	0.071	0.000	0.000	0.000	0.004	0.000	0.000	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.311	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.041	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.008
2031	0.000	0.000	0.001	0.049	0.000	0.000	0.000	0.010	0.026	0.003	0.000	0.000	0.001	0.000	0.006	0.000	0.000	0.002	0.001	0.884	0.000	0.000	0.000	0.001	0.243	0.642	0.753	0.819	0.000	0.000	0.000	0.000	0.797	0.000	0.000	0.009	0.156	0.010	0.000	0.000	0.000	0.049	0.000	0.000	0.026	0.000	0.000	0.000	0.000	0.003	0.001	0.000	0.001	0.051	0.800	0.000	0.000	0.000	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.006	0.003	0.790	0.001	0.000	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.011
2032	0.000	0.000	0.000	0.012	0.000	0.000	0.000	0.004	0.005	0.000	0.000	0.000	0.000	0.002	0.001	0.000	0.000	0.045	0.000	0.000	0.000	0.000	0.000	0.000	0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.003	0.001	0.098	0.000	0.000	0.000	0.206	0.000	0.000	0.000	0.000	0.000	0.000	0.914	0.042	0.000	0.000	0.078	0.265	0.000	0.011	0.000	0.000	0.000	0.071	0.010	0.000	0.001	0.000	0.000	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.012	0.000	0.035	0.065	0.002	0.000	0.005
2033	0.000	0.000	0.000	0.033	0.000	0.000	0.000	0.012	0.125	0.003	0.000	0.000	0.001	0.002	0.019	0.000	0.001	0.601	0.001	0.003	0.000	0.000	0.000	0.001	0.115	0.001	0.000	0.002	0.000	0.000	0.000	0.000	0.005	0.000	0.000	0.005	0.002	0.751	0.000	0.000	0.000	0.489	0.000	0.003	0.005	0.000	0.000	0.003	0.139	0.304	0.026	0.000	0.292	0.140	0.005	0.029	0.000	0.003	0.002	0.756	0.021	0.000	0.004	0.000	0.000	0.127	0.000	0.001	0.001	0.000	0.000	0.004	0.044	0.000	0.053	0.216	0.001	0.000	0.007
2034	0.919	0.335	0.000	0.010	0.001	0.440	0.311	0.006	0.016	0.001	0.000	0.042	0.002	0.004	0.023	0.045	0.001	0.000	0.006	0.150	0.996	0.093	0.083	0.001	0.048	0.012	0.000	0.214	0.324	0.000	0.000	0.460	0.047	0.651	0.001	0.001	0.001	0.067	0.000	0.022	0.000	0.026	0.389	0.002	0.040	0.001	0.000	0.001	0.003	0.000	0.000	0.000	0.000	0.047	0.029	0.043	0.101	0.000	0.016	0.000	0.005	0.398	0.003	0.368	0.456	0.064	0.001	0.019	0.001	0.001	0.001	0.000	0.017	0.133	0.003	0.000	0.010	0.857	0.222
2035	0.000	0.000	0.129	0.018	0.060	0.000	0.000	0.004	0.092	0.003	0.032	0.000	0.005	0.538	0.000	0.000	0.000	0.001	0.094	0.000	0.000	0.000	0.000	0.031	0.143	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.004	0.001	0.086	0.003	0.000	0.537	0.001	0.000	0.027	0.004	0.000	0.004	0.008	0.096	0.970	0.184	0.000	0.000	0.000	0.000	0.000	0.238	0.001	0.059	0.000	0.191	0.003	0.000	0.065	0.000	0.012	0.000	0.000	0.444	0.000	0.000	0.004	0.000	0.024	0.786	0.055	0.000	0.003	0.000	0.436	0.001	0.016
2036	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.000	0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.996	0.000	0.000	0.000	0.000	0.001	0.013	0.953	0.908	0.000	0.000	0.000	0.000	0.025	0.000	0.000	0.000	0.582	0.002	0.000	0.000	0.000	0.003	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.998	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.005
2037	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.001	0.333	0.000	0.000	0.000	0.000	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.001	0.000	0.002	0.000	0.000	0.000	0.001	0.000	0.000	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.024	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.004
2038	0.000	0.000	0.028	0.068	0.108	0.000	0.000	0.055	0.071	0.003	0.151	0.001	0.005	0.019	0.138	0.000	0.000	0.001	0.077	0.027	0.000	0.000	0.000	0.006	0.543	0.005	0.013	0.025	0.000	0.000	0.000	0.000	0.075	0.001	0.077	0.020	0.001	0.041	0.003	0.000	0.136	0.011	0.000	0.005	0.040	0.121	0.000	0.000	0.000	0.001	0.000	0.000	0.001	0.120	0.053	0.028	0.000	0.000	0.004	0.001	0.003	0.000	0.003	0.000	0.000	0.093	0.000	0.011	0.003	0.000	0.062	0.000	0.024	0.000	0.053	0.003	0.004	0.001	0.032
2039	0.000	0.000	0.000	0.108	0.000	0.000	0.000	0.004	0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.967	0.000	0.000	0.000	0.000	0.000	0.000	0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.037	0.000	0.000	0.000	0.940	0.000	0.000	0.000	0.000	0.000	0.000	0.667	0.956	0.000	0.000	0.933	0.730	0.000	0.000	0.000	0.000	0.000	0.959	0.000	0.000	0.000	0.000	0.000	0.353	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.944	0.963	0.000	0.000	0.002
2041	0.000	0.000	0.014	0.009	0.000	0.000	0.000	0.021	0.005	0.002	0.019	0.000	0.002	0.070	0.018	0.000	0.000	0.008	0.004	0.000	0.000	0.000	0.000	0.004	0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.000	0.001	0.009	0.000	0.054	0.000	0.000	0.015	0.029	0.000	0.005	0.001	0.000	0.000	0.000	0.907	0.003	0.000	0.000	0.007	0.242	0.001	0.010	0.000	0.000	0.000	0.006	0.004	0.000	0.004	0.000	0.000	0.013	0.000	0.000	0.004	0.000	0.001	0.000	0.009	0.000	0.077	0.005	0.041	0.000	0.014
2042	0.000	0.000	0.003	0.530	0.000	0.000	0.000	0.003	0.150	0.002	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.107	0.004	0.211	0.000	0.000	0.000	0.002	0.454	0.032	0.377	0.011	0.000	0.000	0.000	0.000	0.004	0.001	0.003	0.013	0.099	0.017	0.000	0.000	0.000	0.069	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.008	0.087	0.000	0.000	0.129	0.002	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.247	0.005	0.136	0.000	0.000	0.001	0.000	0.000	0.000	0.002	0.000	0.000	0.001	0.016
2043	0.000	0.000	0.004	0.024	0.001	0.000	0.000	0.054	0.017	0.004	0.005	0.000	0.029	0.010	0.369	0.000	0.000	0.000	0.022	0.000	0.000	0.000	0.000	0.039	0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.063	0.000	0.002	0.005	0.000	0.009	0.011	0.000	0.010	0.002	0.000	0.023	0.011	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.019	0.043	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.008	0.000	0.000	0.008	0.000	0.000	0.000	0.002	0.000	0.002	0.001	0.000	0.000	0.014
2044	0.000	0.001	0.000	0.009	0.000	0.000	0.001	0.001	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.014	0.003	0.000	0.000	0.000	0.448	0.000	0.001	0.002	0.001	0.156	0.152	0.001	0.005	0.006	0.000	0.001	0.014	0.120	0.000	0.000	0.000	0.001	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.015	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.003	0.002	0.013	0.003	0.015	0.000	0.157	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.005	0.008
2046	0.000	0.000	0.000	0.035	0.000	0.000	0.000	0.005	0.012	0.002	0.000	0.000	0.000	0.000	0.329	0.000	0.000	0.000	0.000	0.235	0.000	0.000	0.000	0.000	0.953	0.062	0.016	0.372	0.000	0.000	0.000	0.000	0.178	0.000	0.000	0.002	0.015	0.031	0.000	0.000	0.000	0.006	0.000	0.000	0.038	0.000	0.000	0.000	0.028	0.000	0.001	0.000	0.000	0.073	0.104	0.286	0.000	0.000	0.210	0.000	0.094	0.000	0.001	0.000	0.000	0.134	0.047	0.203	0.000	0.000	0.000	0.000	0.265	0.000	0.000	0.000	0.000	0.000	0.005
2047	0.000	0.000	0.001	0.003	0.000	0.000	0.000	0.003	0.011	0.003	0.000	0.000	0.000	0.012	0.000	0.000	0.000	0.960	0.001	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.072	0.000	0.000	0.000	0.728	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.968	0.001	0.000	0.959	0.577	0.000	0.000	0.000	0.000	0.000	0.977	0.001	0.000	0.000	0.000	0.000	0.013	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.031	0.984	0.001	0.000	0.008
2048	0.922	0.956	0.004	0.027	0.001	0.075	0.020	0.001	0.012	0.002	0.001	0.094	0.111	0.004	0.000	0.001	0.000	0.000	0.002	0.005	0.998	0.003	0.010	0.079	0.375	0.000	0.001	0.001	0.956	0.000	0.001	0.097	0.002	0.810	0.003	0.001	0.000	0.021	0.001	0.005	0.000	0.001	0.044	0.070	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.012	0.003	0.001	0.001	0.000	0.017	0.000	0.000	0.023	0.040	0.763	0.487	0.003	0.000	0.000	0.005	0.001	0.004	0.000	0.000	0.148	0.001	0.000	0.010	0.900	0.360
2050	0.000	0.036	0.035	0.005	0.000	0.714	0.107	0.004	0.011	0.006	0.000	0.027	0.004	0.001	0.003	0.021	0.001	0.007	0.030	0.000	1.000	0.029	0.029	0.004	0.003	0.000	0.000	0.000	0.036	0.000	0.000	0.131	0.000	0.149	0.013	0.002	0.000	0.152	0.000	0.544	0.000	0.038	0.799	0.001	0.000	0.001	0.017	0.052	0.013	0.008	0.000	0.000	0.010	0.125	0.000	0.166	0.050	0.004	0.000	0.014	0.116	0.072	0.000	0.813	0.515	0.024	0.000	0.000	0.006	0.000	0.004	0.005	0.205	0.608	0.013	0.004	0.002	0.993	0.855
2051	0.000	0.000	0.000	0.400	0.000	0.000	0.000	0.330	0.025	0.002	0.000	0.000	0.001	0.000	0.821	0.000	0.000	0.000	0.002	0.059	0.000	0.000	0.000	0.001	0.031	0.000	0.003	0.053	0.000	0.000	0.000	0.000	0.327	0.001	0.000	0.012	0.000	0.054	0.000	0.000	0.000	0.001	0.000	0.000	0.062	0.000	0.000	0.000	0.348	0.000	0.000	0.000	0.000	0.015	0.485	0.046	0.000	0.000	0.025	0.000	0.019	0.000	0.000	0.000	0.000	0.257	0.000	0.095	0.001	0.000	0.000	0.000	0.040	0.000	0.008	0.000	0.000	0.000	0.012
2052	0.000	0.000	0.000	0.377	0.000	0.000	0.000	0.368	0.485	0.124	0.009	0.000	0.015	0.007	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.000	0.030	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.081	0.000	0.013	0.009	0.000	0.012	0.003	0.000	0.007	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.151	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.002	0.000	0.000	0.067	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.101	0.000	0.000	0.001	0.073
2053	0.000	0.000	0.024	0.035	0.004	0.000	0.000	0.026	0.741	0.004	0.000	0.000	0.004	0.029	0.000	0.000	0.000	0.004	0.014	0.892	0.000	0.000	0.000	0.036	0.025	0.093	0.780	0.139	0.000	0.000	0.000	0.000	0.008	0.002	0.017	0.063	0.128	0.024	0.001	0.000	0.003	0.011	0.000	0.000	0.001	0.017	0.000	0.000	0.000	0.001	0.003	0.000	0.000	0.012	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.003	0.000	0.001	0.010	0.247	0.472	0.002	0.000	0.001	0.000	0.000	0.000	0.067	0.000	0.001	0.001	0.036
2054	0.000	0.000	0.023	0.077	0.002	0.000	0.000	0.017	0.171	0.028	0.012	0.000	0.007	0.015	0.000	0.000	0.000	0.001	0.049	0.000	0.000	0.000	0.000	0.152	0.002	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.014	0.019	0.000	0.002	0.002	0.000	0.094	0.000	0.000	0.002	0.000	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.001	0.000	0.000	0.046	0.000	0.001	0.000	0.000	0.000	0.007	0.000	0.001	0.000	0.051
2055	0.000	0.000	0.000	0.115	0.000	0.000	0.000	0.005	0.119	0.002	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.001	0.000	0.027	0.000	0.000	0.000	0.001	0.006	0.094	0.006	0.001	0.000	0.000	0.000	0.000	0.007	0.000	0.000	0.003	0.000	0.070	0.000	0.000	0.000	0.004	0.000	0.000	0.011	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.001	0.163	0.002	0.000	0.000	0.000	0.013	0.000	0.000	0.000	0.001	0.000	0.000	0.208	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.016
2056	0.000	0.000	0.000	0.010	0.000	0.000	0.000	0.001	0.017	0.000	0.000	0.000	0.000	0.000	0.005	0.000	0.000	0.002	0.000	0.959	0.000	0.000	0.000	0.000	0.028	0.388	0.201	0.613	0.000	0.000	0.000	0.000	0.137	0.001	0.000	0.001	0.001	0.006	0.000	0.000	0.000	0.005	0.000	0.000	0.019	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.055	0.058	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.004	0.914	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.007
2057	0.000	0.000	0.011	0.157	0.006	0.000	0.000	0.053	0.040	0.015	0.028	0.001	0.367	0.109	0.002	0.000	0.000	0.003	0.006	0.000	0.000	0.000	0.000	0.389	0.070	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.059	0.000	0.006	0.033	0.000	0.328	0.077	0.000	0.035	0.013	0.000	0.490	0.041	0.005	0.020	0.000	0.000	0.001	0.001	0.000	0.002	0.171	0.027	0.000	0.000	0.038	0.031	0.000	0.000	0.000	0.136	0.000	0.000	0.260	0.000	0.000	0.011	0.000	0.007	0.062	0.000	0.000	0.093	0.000	0.092	0.001	0.037
2058	0.696	0.000	0.026	0.012	0.001	0.022	0.001	0.050	0.019	0.052	0.019	0.001	0.008	0.184	0.000	0.000	0.000	0.009	0.095	0.000	0.994	0.000	0.000	0.017	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.018	0.000	0.001	0.007	0.010	0.000	0.013	0.001	0.000	0.017	0.000	0.014	0.006	0.001	0.003	0.017	0.000	0.000	0.006	0.000	0.000	0.000	0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.024	0.003	0.002	0.001	0.000	0.000	0.068	0.000	0.001	0.002	0.000	0.000	0.050	0.001	0.256	0.184	0.122
2059	0.000	0.000	0.000	0.297	0.000	0.000	0.000	0.400	0.654	0.020	0.001	0.000	0.005	0.002	0.000	0.000	0.000	0.001	0.001	0.000	0.000	0.000	0.000	0.016	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.170	0.000	0.062	0.001	0.000	0.008	0.008	0.000	0.009	0.001	0.000	0.000	0.000	0.000	0.003	0.000	0.000	0.003	0.110	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.093	0.000	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.092	0.000	0.001	0.001	0.059
2060	0.000	0.000	0.007	0.004	0.000	0.000	0.000	0.001	0.002	0.002	0.017	0.000	0.000	0.762	0.000	0.000	0.000	0.000	0.003	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.973	0.000	0.000	0.008	0.002	0.000	0.000	0.000	0.000	0.998	0.004	0.000	0.000	0.000	0.000	0.000	0.021	0.000	0.000	0.000	0.918	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.777	0.000	0.000	0.002	0.000	0.000	0.988	0.000	0.000	0.000	0.000	0.176	0.000	0.010
2061	0.000	0.000	0.010	0.038	0.002	0.000	0.000	0.026	0.031	0.006	0.099	0.000	0.089	0.112	0.128	0.000	0.000	0.033	0.046	0.001	0.000	0.000	0.000	0.101	0.045	0.001	0.003	0.002	0.000	0.000	0.000	0.000	0.052	0.000	0.002	0.008	0.002	0.021	0.023	0.000	0.067	0.029	0.000	0.066	0.067	0.001	0.000	0.000	0.003	0.016	0.001	0.000	0.005	0.249	0.026	0.007	0.000	0.000	0.002	0.017	0.003	0.000	0.026	0.000	0.000	0.070	0.000	0.001	0.008	0.000	0.002	0.001	0.007	0.000	0.003	0.006	0.010	0.000	0.025
2062	0.000	0.000	0.000	0.022	0.000	0.000	0.000	0.004	0.010	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.003	0.001	0.057	0.000	0.000	0.000	0.000	0.001	0.006	0.029	0.056	0.000	0.000	0.000	0.001	0.660	0.001	0.000	0.002	0.000	0.024	0.000	0.000	0.000	0.499	0.000	0.000	0.059	0.000	0.000	0.000	0.000	0.006	0.000	0.000	0.001	0.114	0.133	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.024	0.000	0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.022
