sharedname	SMARTS	complementary
Frag_7908	ECFP6:1519018870	
Frag_7909	ECFP6:1519740944	
Frag_7910	ECFP6:1520371518	
Frag_7911	ECFP6:1525856114	
Frag_7914	ECFP6:1535425789	
Frag_7915	ECFP6:1536231085	
Frag_7916	ECFP6:1548804006	
Frag_7917	ECFP6:1551024968	
Frag_7920	ECFP6:1552213789	
Frag_7921	ECFP6:1552921113	
Frag_7922	ECFP6:1555341195	
Frag_7923	ECFP6:1556222184	
Frag_7925	ECFP6:1557870829	
Frag_7926	ECFP6:1571470518	
Frag_7927	ECFP6:1573180595	
Frag_7928	ECFP6:1574643079	
Frag_7929	ECFP6:1575306842	
Frag_7931	ECFP6:1580202494	
Frag_7932	ECFP6:1580559118	
Frag_7933	ECFP6:1583419672	
Frag_7935	ECFP6:1584485140	
Frag_7936	ECFP6:1585271267	
Frag_7937	ECFP6:1587068288	
Frag_7938	ECFP6:1587155696	
Frag_7939	ECFP6:1587446822	
Frag_7940	ECFP6:1589884629	
Frag_7942	ECFP6:1592448914	
Frag_7943	ECFP6:1595595805	
Frag_7944	ECFP6:1597127019	
Frag_7946	ECFP6:1608843005	
Frag_7947	ECFP6:1611167600	
Frag_7948	ECFP6:1612184468	
Frag_7950	ECFP6:1614873634	
Frag_7951	ECFP6:1614954127	
Frag_7952	ECFP6:1615707026	
Frag_7953	ECFP6:1623169645	
Frag_7954	ECFP6:1625005927	
Frag_7956	ECFP6:1628396750	
Frag_7957	ECFP6:1629670901	
Frag_7959	ECFP6:1639092370	
Frag_7960	ECFP6:1642121763	
Frag_7961	ECFP6:1652405458	
Frag_7963	ECFP6:1656035158	
Frag_7965	ECFP6:1658035420	
Frag_7967	ECFP6:1664685958	
Frag_7968	ECFP6:1665770033	
Frag_7969	ECFP6:1666203460	
Frag_7970	ECFP6:1671584459	
Frag_7971	ECFP6:1678903509	
Frag_7972	ECFP6:1680197806	
Frag_7974	ECFP6:1684537192	
Frag_7975	ECFP6:1685226056	
Frag_7976	ECFP6:1685855594	
Frag_7977	ECFP6:1686211010	
Frag_7978	ECFP6:1691981097	
Frag_7979	ECFP6:1692035841	
Frag_7980	ECFP6:1693698380	
Frag_7981	ECFP6:1703102456	
Frag_7982	ECFP6:1703528201	
Frag_7983	ECFP6:1704316593	
Frag_7984	ECFP6:1705850304	
Frag_7985	ECFP6:1714056933	
Frag_7986	ECFP6:1723066562	
Frag_7987	ECFP6:1724251991	
Frag_7988	ECFP6:1726895964	
Frag_7989	ECFP6:1728045507	
Frag_7990	ECFP6:1728444611	
Frag_7991	ECFP6:1734376445	
Frag_7992	ECFP6:1736735008	
Frag_7993	ECFP6:1738221535	
Frag_7994	ECFP6:1738665930	
Frag_7995	ECFP6:1742771747	
Frag_7997	ECFP6:1748417633	
Frag_7998	ECFP6:1749637777	
Frag_7999	ECFP6:1751031061	
Frag_8001	ECFP6:1753355760	
Frag_8002	ECFP6:1753846890	
Frag_8003	ECFP6:1754593609	
Frag_8004	ECFP6:1755409555	
Frag_8006	ECFP6:1777341737	
Frag_8009	ECFP6:1782110223	
Frag_8011	ECFP6:1786330460	
Frag_8015	ECFP6:1801291869	
Frag_8017	ECFP6:1805809628	
Frag_8018	ECFP6:1807279404	
Frag_8019	ECFP6:1807926978	
Frag_8020	ECFP6:1817855303	
Frag_8021	ECFP6:1818168657	
Frag_8022	ECFP6:1820034773	
Frag_8023	ECFP6:1823146782	
Frag_8024	ECFP6:1825646404	
Frag_8025	ECFP6:1827840602	
Frag_8026	ECFP6:1829493896	
Frag_8027	ECFP6:1830314062	
Frag_8030	ECFP6:1836985884	
Frag_8032	ECFP6:1841509146	
Frag_8035	ECFP6:1848871558	
Frag_8037	ECFP6:1854586869	
Frag_8039	ECFP6:1861397490	
Frag_8043	ECFP6:1865038436	
Frag_8044	ECFP6:1865844154	
Frag_8045	ECFP6:1866430202	
Frag_8047	ECFP6:1871755139	
Frag_8049	ECFP6:1875167958	
Frag_8050	ECFP6:1876404817	
Frag_8051	ECFP6:1877262781	
Frag_8052	ECFP6:1879237298	
Frag_8053	ECFP6:1881441957	
Frag_8054	ECFP6:1883664133	
Frag_8056	ECFP6:1885681029	
Frag_8058	ECFP6:1896594146	
Frag_8059	ECFP6:1897390832	
Frag_8060	ECFP6:1899249268	
Frag_8061	ECFP6:1899505517	
Frag_8062	ECFP6:1901799279	
Frag_8063	ECFP6:1902207349	
Frag_8064	ECFP6:1904696679	
Frag_8066	ECFP6:1904965769	
Frag_8068	ECFP6:1910595460	
Frag_8069	ECFP6:1913868255	
Frag_8071	ECFP6:1917827775	
Frag_8072	ECFP6:1919776203	
Frag_8073	ECFP6:1921809484	
Frag_8076	ECFP6:1928244763	
Frag_8077	ECFP6:1928480249	
Frag_8079	ECFP6:1931971844	
Frag_8081	ECFP6:1938966668	
Frag_8082	ECFP6:1939552315	
Frag_8083	ECFP6:1939784466	
Frag_8084	ECFP6:1941345485	
Frag_8085	ECFP6:1941438874	
Frag_8086	ECFP6:1945131324	
Frag_8087	ECFP6:1945686663	
Frag_8088	ECFP6:1946066341	
Frag_8090	ECFP6:1948062717	
Frag_8091	ECFP6:1950919718	
Frag_8093	ECFP6:1951431616	
Frag_8094	ECFP6:1952295104	
Frag_8095	ECFP6:1953038827	
Frag_8098	ECFP6:1957338289	
Frag_8100	ECFP6:1972062118	
Frag_8101	ECFP6:1972652850	
Frag_8102	ECFP6:1975468828	
Frag_8103	ECFP6:1975971252	
Frag_8104	ECFP6:1978230478	
Frag_8105	ECFP6:1978435416	
Frag_8106	ECFP6:1978457788	
Frag_8108	ECFP6:1987655240	
Frag_8109	ECFP6:1988241962	
Frag_8112	ECFP6:1995561937	
Frag_8113	ECFP6:1995580147	
Frag_8114	ECFP6:2000855959	
Frag_8115	ECFP6:2001424135	
Frag_8116	ECFP6:2002903165	
Frag_8118	ECFP6:2003899810	
Frag_8120	ECFP6:2012362362	
Frag_8122	ECFP6:2018855298	
Frag_8123	ECFP6:2019221430	
Frag_8126	ECFP6:2023019888	
Frag_8127	ECFP6:2024582220	
Frag_8128	ECFP6:2025654196	
Frag_8130	ECFP6:2030475141	
Frag_8131	ECFP6:2031693381	
Frag_8134	ECFP6:2038125247	
Frag_8135	ECFP6:2041063047	
Frag_8137	ECFP6:2044164800	
Frag_8138	ECFP6:2053936066	
Frag_8139	ECFP6:2055869973	
Frag_8140	ECFP6:2059086871	
Frag_8143	ECFP6:2066741278	
Frag_8144	ECFP6:2066781312	
Frag_8145	ECFP6:2073228210	
Frag_8147	ECFP6:2074714955	
Frag_8149	ECFP6:2078172560	
Frag_8150	ECFP6:2078819759	
Frag_8151	ECFP6:2080527779	
Frag_8152	ECFP6:2081954610	
Frag_8153	ECFP6:2084044432	
Frag_8154	ECFP6:2086630413	
Frag_8155	ECFP6:2088633858	
Frag_8156	ECFP6:2091117761	
Frag_8157	ECFP6:2092544724	
Frag_8159	ECFP6:2095823728	
Frag_8161	ECFP6:2098624156	
Frag_8162	ECFP6:2107984310	
Frag_8163	ECFP6:2108815224	
Frag_8164	ECFP6:2110779908	
Frag_8165	ECFP6:2112982899	
Frag_8166	ECFP6:2117385517	
Frag_8167	ECFP6:2119284487	
Frag_8168	ECFP6:2121469081	
Frag_8169	ECFP6:2126775190	
Frag_8170	ECFP6:2130100000	
Frag_8171	ECFP6:2130908821	
Frag_8172	ECFP6:2135424926	
Frag_8173	ECFP6:2137557270	
Frag_8174	ECFP6:2140732342	
Frag_8176	ECFP6:2144619575	
Frag_8177	ECFP6:2146863737	
Frag_8178	ECFP6:2147204365	
Frag_8179	C1(CCC3C2CCCC3)CCCCC12	
Frag_8181	CC(C)CC(C(~O)[O,N])N	
Frag_8182	CC(C(C(~O)[O,N])N)O	
Frag_8183	[OH0]=[CH0](O)[CH1][CH2][OH1]	
Frag_8184	[OH0]=[CH0](N)[CH1](N)[CH2][OH1]	
Frag_8185	[OH0]=[CH0](N)[CH1]N	
Frag_8187	[CH2]([CH1]([CH2][OH0][PH0](~O)(~O)~O)~O)~O	
Frag_8188	[CH2]([CH2][CH1]([CH2][CH2]1)~[#6])[CH1]1[CH0](~[OH0D1])~[OH1D1]	
Frag_8189	[#6]~C(=[CH1][CH0](~[OH0D1])[CH1]=[CH1]1)[CH0]1~C	
Frag_8190	[CH2]([CH1]([CH1]([CH1]([CH1]1~[#7])~O)~O)[OH0]1)[OH0][PH0](~O)(~O)~O	
Frag_8191	[#6]~C([CH0]([NH1][CH1](~[#6])[CH0](~[!#1])~O)~[OH0D1])~[!#1]	
Frag_8192	[CH1](~[!#1])[CH1]([CH1]([CH1]([CH1]([CH2]~O)~O)~O)~O)[NH1][CH0](~[CH3D1])~[OH0D1]	
Frag_8193	c(:c:c:n1[CH2][CH2]~C):c1	
Frag_8194	[CH2](c(:c:n:c1):n1)[CH1]([CH0](~[!#1])~O)~N	
Frag_8197	[CH2]([CH2]~[!#1])[NH0](~[#6])~[#6]	
Frag_8198	[#6]~C([NH1][CH1]([CH2]c(:c:n:c1:c:c:c:c2):c12)[CH0](~[!#1])~O)~[OH0D1]	
Frag_8199	[#6]~S[CH2][CH2][CH1]([CH0](~[!#1])~O)~N	
Frag_8200	[#6]~C([NH1][CH1]([CH2][CH2][CH0](~[!#1])~O)[CH0](~[!#1])~O)~[OH0D1]	
Frag_8201	[#6]~O[PH0](~O)(~[!#1])[SH0]~[#6]	
Frag_8202	[#6]~Cc(:c:c:c(:c1~[!#1])~[!#1]):c1	
Frag_8203	[#6]~C([CH0](~[!#1])~[!#1])[NH0](~[#6])[CH0](~[!#1])~O	
Frag_8205	c(:c(~[!#1]):n:c(:n1)~[!#1])(:c1~[!#1])~[!#1]	
Frag_8206	[#6]~C[CH0](~[!#1])[OH0][CH1](~[#6])~[#6]	
Frag_8207	[#6]~C[CH2][CH2][CH2][CH0]([NH1]~[#6])~[OH0D1]	
Frag_8208	[#6]~C[CH1]([CH1]([CH0](~[#6])~[#6])~[!#1])[CH0](~[#6])(~[#6])[OH0][CH0](~[OH0D1])~[#6]	
Frag_8209	[#6]~C(~[!#1])c(:c:c:c:n1):c1	
Frag_8210	[#6]~C[OH0][CH1]([CH1]([CH1]([CH1]([CH2]1)~O)~O)~O)[OH0]1	
Frag_8213	[CH1]([CH0](~C)(~[#6])~[!#1])(~C)[OH0][CH1](~C)~[!#1]	
Frag_8214	[#6]~C(=[NH0]~[!#1])c(:c:c:c:c1):c1~[!#1]	
Frag_8215	[#6]~C(~[!#1])[CH2][CH1]([OH0]~[#6])[OH0]~[#6]	
Frag_8216	[#6]~C(~[#6])[CH0](=[CH1][CH0](~C)~O)~[#6]	
Frag_8217	[#6]~C([CH0](~[!#1])~O)[NH1][CH0]([CH2]~[!#1])~[OH0D1]	
Frag_8218	[#6]~n(:c:c:n1):c1	
Frag_8219	[#6]~Oc(:c:c:c:c1~[!#1]):c1~[!#1]	
Frag_8220	[#6]~C(~C)[OH0][PH0](~O)(~O)~O	
Frag_8221	c(:c:c:c(:c1)[NH0](~[!#1])~[!#1]):c1	
Frag_8222	[#6]~C([CH1](~[#6])~[!#1])[NH1][CH0](~[#6])~[OH0D1]	
Frag_8223	[#6]~C[SH0][CH1](~[#6])~[#6]	
Frag_8224	[CH2](~[#6])[NH1][CH0](~[!#1])~[!#1]	
Frag_8225	[#6]~O[CH1]([CH0](~C)(~[#6])~[!#1])~[#6]	
Frag_8226	[#6]~O[CH1]([CH2]~[!#1])[CH2]~[!#1]	
Frag_8227	[#6]~C[CH1]([CH1](~[#6])~[!#1])[NH0](~C)~[!#1]	
Frag_8228	[#6]~C(~[!#1])[NH0](~[#6])~[#6]	
Frag_8229	[CH2]([CH1]([CH1]([CH1]([CH1]1~[!#1])~O)~O)[OH0]1)~O	
Frag_8230	[#6]~Cc(:c:c:c(:c1)~[!#1]):c1~[!#1]	
Frag_8231	[#6]~C[NH0]([CH2]~[#6])[CH2]~[#6]	
Frag_8232	[#6]~Cc(:c:c:c:c1~[!#1]):c1~[!#1]	
Frag_8233	[#6]~C([CH1]([CH1]([CH1]([CH1]1[OH0]c(:c:c:c:c2):c2)~O)~O)~O)[OH0]1	
Frag_8234	[CH2]([CH0](~[!#1])~[!#1])[OH0]~[#6]	
Frag_8235	[#6]~C(~[#6])[CH0](~[!#1])[OH0]~[#6]	
Frag_8236	c(:c:c:c(:c1)[CH0](~[!#1])(~[!#1])~[!#1]):c1	
Frag_8237	[#6]~C[OH0]c(:c:c:c(:c1)~[!#1]):c1	
Frag_8239	[#6]~C=[CH1][CH2][CH2][CH2][CH0](~[!#1])~O	
Frag_8240	[#6]~Oc(:c:c(:c:c1)[CH2]~[!#1]):c1~[!#1]	
Frag_8241	[#6]~N[CH1]([CH2]~[#6])[CH0](~[!#1])~O	
Frag_8242	[#6]~C[CH2][CH0](~[!#1])[OH0][CH1](~[#6])~[#6]	
Frag_8243	[#6]~C[CH2][OH0][CH0](~[!#1])~[#6]	
Frag_8244	[#6]~C([CH2][OH0][PH0](~O)(~O)~O)~[!#1]	
Frag_8245	[#6]~C([CH0](~[!#1])~O)[NH1][CH0]([CH1]([CH1](~[#6])~[!#1])~[!#1])~[OH0D1]	
Frag_8246	c(:c:c(:c([CH0]~[!#1]):c1~[!#1])~[!#1]):c1	
Frag_8247	[#6]~Cc(:c:c:c(:c1[CH2][CH1]=[CH0](~[#6])~[#6])~[#8]):c1	
Frag_8248	c(:c:c(:c:c1)~[!#1]):c1[CH1]~[!#1]	
Frag_8250	[#6]~C[CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH0](~[OH0D1])[OH0][CH1](~[#6])~[#6]	
Frag_8251	[#6]~O[CH0](~[!#1])[CH2]~[!#1]	
Frag_8252	[#6]~O[CH1]([CH1]([CH1]([CH1]([CH1]1[CH2]~O)~[OH1D1])~[OH1D1])~O)[OH0]1	
Frag_8253	[#6]~N[CH2][CH2][CH2][CH1]~[!#1]	
Frag_8254	c(:c:c(:c:c1)~[!#1]):c1[CH2]~[!#1]	
Frag_8255	[#6]~C([CH1]([CH0](~C)~[!#1])~[!#1])[OH0]~[#6]	
Frag_8256	[CH2]([CH2][NH1][CH0](~[!#1])~[OH0D1])[CH0](~[!#1])~O	
Frag_8258	[#6]~C([CH2][CH2][CH1]([CH0](~[#6])(~[#6])[CH1]([CH2][CH2]1)~O)[CH0]12~[#6])[CH1]2[CH2]~[#6]	
Frag_8259	[#6]~Cc(:c:c(:c:c1)~[!#1]):c1~[!#1]	
Frag_8260	[CH2]([CH0]([CH2][OH0][CH1]1~[OH0D2])([CH1]1~[OH1D1])~[OH1D1])~[OH1D1]	
Frag_8261	[#6]~Oc(:c:c:c(:c1)~[!#1]):c1~[!#1]	
Frag_8262	[#6]~N[CH2][CH1]([CH0](~[!#1])~[!#1])~[#6]	
Frag_8263	[CH2]([CH2][CH1]([CH0]1(~[CH3D1])~C)~C)[CH1]1~[!#1]	
Frag_8264	[#6]~O[CH0](~[!#1])[CH1](~[#6])~[!#1]	
Frag_8265	c(:c:c:c(:c1[CH2][CH2]~[!#1])~[!#1]):c1	
Frag_8266	[#6]~C[OH0][PH0](~O)(~[!#1])[OH0][CH2]~[#6]	
Frag_8267	[#6]~c(:c(:c:c(:c1)[OH0]~[#6])~[!#1]):c1~[!#1]	
Frag_8268	[#6]~C([CH0](~[!#1])~[!#1])[OH0][CH0](~[!#1])~[#6]	
Frag_8269	[#6]~C[CH2][NH0](~[#6])~[!#1]	
Frag_8270	[CH1](~[!#1])[CH1]([CH1]([CH1]([CH1]([CH2]~[!#1])~O)~O)~O)~[!#1]	
Frag_8271	[#6]~C[CH1]([CH2]~[#6])[OH0]~[#6]	
Frag_8272	[#6]~C([CH2]~[#6])[NH0](~[#6])~[#6]	
Frag_8273	[#6]~C[CH1](~[#6])[CH0](~[#6])[CH0](~[!#1])[OH0]~[#6]	
Frag_8274	[#6]~C[OH0][CH1](~[#6])[OH0][CH2]~[#6]	
Frag_8275	[#6]~C[CH2][CH0](~O)[OH0][CH2][CH1]~[#6]	
Frag_8276	[#6]~c(:c:c(:c(:c1)~[!#1])~[!#1]):c1~[!#1]	
Frag_8277	[#6]~c(:c:c:c:c1):c1[OH0]~[#6]	
Frag_8278	c(:c:c:c(:c1)[CH1]=[CH1]c(:c:c:c:c2):c2):c1	
Frag_8280	[#6]~c(:c:c(:c:c1~[!#1])~[!#1]):c1	
Frag_8281	[#6]~C[CH1](~[#6])[CH1]([CH0](~[!#1])~[!#1])[NH0](~C)~[#6]	
Frag_8282	[#6]~C[CH1]=[CH1][CH2][CH2][CH0](~[!#1])~O	
Frag_8283	[#6]~C(~[#6])(~[#6])[OH0]~[#6]	
Frag_8284	[#6]~N[CH0](~[!#1])[NH1]~[#6]	
Frag_8285	c(:c:c(:c:c1)~[!#1]):c1[CH0](~[!#1])~[!#1]	
Frag_8286	[#6]~C([CH1]([CH1]([CH1]([CH1]1~[OH0D2])~O)[OH0]~[#6])~O)[OH0]1	
Frag_8287	[#6]~C[OH0][CH1](~[#6])[OH0][CH1](~[#6])[CH0](~[!#1])~[!#1]	
Frag_8288	[#6]~C[CH2][CH2][NH0](~[#6])~[#6]	
Frag_8289	c(:c:c:c(:c1)c(:c(:c:c:c2)~[!#1]):c2~[!#1]):c1	
Frag_8290	[#6]~c(:c:c:c(:c1[OH0]~[#6])~[!#1]):c1	
Frag_8291	[#6]~C([CH1](~[#6])[OH0][CH0]1~[!#1])[CH1]1~[!#1]	
Frag_8292	[#6]~c(:c:c:c:c1):c1[OH0]c(:c:c:c:c2):c2	
Frag_8293	[#6]~C(~[!#1])[OH0][CH0](~[#6])(~[#6])[CH0](~C)~[!#1]	
Frag_8294	[#6]~c(:c:c:c:c1[CH2]~[!#1]):c1	
Frag_8295	c(:c(:c:c(:c1[CH1]~[!#1])~[!#1])~[!#1]):c1~[!#1]	
Frag_8296	[#6]~C([CH0]([NH1][CH1]([CH2]c(:c:c:c:c1):c1)[CH0](~[!#1])~O)~[OH0D1])~[!#1]	
Frag_8297	c(:c:c:c(:c1)[CH1](~[#6])~[!#1]):c1	
Frag_8298	[#6]~N([CH2][CH2][NH0]([CH2][CH2]~[!#1])[CH2]1)[CH2]1	
Frag_8299	c(:c:c(:c:c1~[!#1])[CH0]~[!#1]):c1	
Frag_8300	c(:c:c:c(:c1)[CH2][NH1][CH0](~[!#1])~[!#1]):c1	
Frag_8301	[#6]~C[OH0][CH0](~[!#1])[CH1]([CH1](~[#6])~[#6])~[!#1]	
Frag_8302	[#6]~C(c(:c:c:c:c1):c1)[NH0]~[#6]	
Frag_8303	[#6]~C(~[!#1])[CH1](~[#6])[OH0][CH0](~[!#1])~[#6]	
Frag_8304	[#6]~Sc(:c:c:c:c1):c1	
Frag_8305	[CH2]([CH1]([CH0](~[!#1])~O)~[!#1])[SH0]~[!#1]	
Frag_8306	[#6]~C[NH0]([CH2]~[#6])[CH2][CH2]c(:c:c:c:c1):c1	
Frag_8307	[#6]~C[OH0][CH0](~[!#1])[CH1](~[#6])[OH0][CH0](~[!#1])~[#6]	
Frag_8308	[CH2]([CH2][OH0][PH0](~O)~O)~[!#1]	
Frag_8309	[#6]~C[OH0][CH1]([CH0](~C)(~[#6])~[!#1])~[!#1]	
Frag_8310	[#6]~C(c(:c:c:c:c1~[!#1]):c1)~[!#1]	
Frag_8311	c(:c:c(:c:c1~[!#1])[CH2]~[!#1]):c1	
Frag_8312	[CH2]([CH2][CH2]~[!#1])[CH2][CH2][NH1]~[#6]	
Frag_8313	[#6]~C[CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH0](~O)[OH0]~[#6]	
Frag_8314	[#6]~C[CH2][CH1]([CH0](~[!#1])~O)[NH1][CH0](~[#6])~[OH0D1]	
Frag_8315	[#6]~c(:c:c:c(:c1~[!#1])~[!#1]):c1~[!#1]	
Frag_8316	[#6]~C[OH0][CH0](~[!#1])[CH1]~[!#1]	
Frag_8317	[#6]~Nc(:c:c:c:c1):c1[CH0](~[!#1])~[!#1]	
Frag_8318	c(:c:c(:c(:c1)[NH0](~[!#1])~[!#1])~[!#1]):c1~[!#1]	
Frag_8319	[CH2]([CH1]([CH0](~[!#1])~O)[NH1][CH0]([CH1]([CH2]~[#6])~[#7])~[OH0D1])~[!#1]	
Frag_8320	[#6]~c(:c:c:c:n1~[!#1]):c1	
Frag_8321	c(:c([CH2]~[!#1]):c(:c:c1~[!#1])~[!#1]):c1~[!#1]	
Frag_8322	[#6]~N[CH0](~[!#1])[CH0](~[!#1])[NH1]~[#6]	
Frag_8323	[#6]~Nc(:c:c:c:c1):c1	
Frag_8324	[#6]~C[CH0](~[#6])([CH0](~[!#1])[OH0]~[#6])~[!#1]	
Frag_8325	[#6]~O[CH0](~[!#1])[CH2][CH2]~[#6]	
Frag_8326	[CH2]([CH1]([CH1]([CH1]([CH1]1~C)~[!#1])~C)~O)[CH0]1~C	
Frag_8327	c(:c:c:c(:c1[CH1]~[!#1])~[!#1]):c1	
Frag_8328	[#6]~C[OH0][CH0]([CH1](~C)~[!#1])(~C)~[!#1]	
Frag_8329	[#6]~C(=[CH1]~[!#1])[CH0](~[!#1])[OH0]~[#6]	
Frag_8330	[#6]~C(~[OH0D1])[OH0][CH2][CH1]([CH2]~O)[OH0][CH0](~[OH0D1])~[#6]	
Frag_8331	[#6]~N([CH2][CH2]~[!#1])[CH2][CH2]~[!#1]	
Frag_8332	[#6]~c(:c(:c:c:c1~[!#1])~[!#1]):c1[OH0]~[#6]	
Frag_8333	[#6]~C([CH1]([CH1]([CH1]([CH1]~[!#1])~[!#1])~[!#1])[OH0]~[#6])~[!#1]	
Frag_8334	[#6]~C([CH2][CH0](~[!#1])~[!#1])[OH0][CH0](~O)~[#6]	
Frag_8335	[#6]~N(~[#6])[CH2][CH2][CH0](~[#6])~[!#1]	
Frag_8336	[CH2]([CH1]([CH0]([NH1]~[#6])~[OH0D1])~[!#1])~[#6]	
Frag_8337	[#6]~C[NH1][CH2][CH2]~[!#1]	
Frag_8338	[#6]~C[CH1]([CH1](~[#6])[CH0](~[!#1])[OH0]~[#6])~[!#1]	
Frag_8339	[#6]~C([NH1][CH1]([CH2]~[!#1])[CH0](~[!#1])~O)~O	
Frag_8340	[#6]~c(:c:c(:c:c1)[OH0]~[#6]):c1~[!#1]	
Frag_8341	[#6]~C(c(:c:c:c(:c1)~[!#1]):c1)~[!#1]	
Frag_8342	[#6]~C([CH0](~[!#1])~O)[NH1][CH0]([CH1]([CH2]c(:c:c:c:c1):c1)~[#7])~[OH0D1]	
Frag_8343	[#6]~C(~[#6])[CH1]([CH0](~[!#1])~[!#1])[NH0](~C)~[#6]	
Frag_8344	[#6]~O[CH1]([CH0](~[!#1])~[!#1])[CH0](~[!#1])~[!#1]	
Frag_8345	[#6]~c(:c:c:c(:c1)[CH2]~[!#1]):c1~[!#1]	
Frag_8346	[#6]~C(~[#6])(~[#6])[CH1]([CH0](~[!#1])[OH0]~[#6])~[!#1]	
Frag_8347	[#6]~c(:c:c:c:c1):c1[CH2]~[!#1]	
Frag_8348	c(:c:c:c(:c1)[OH0][CH1]~[!#1]):c1	
Frag_8349	c(:c(:c:c(:c1~[!#1])~[!#1])[CH0]~[!#1]):c1~[!#1]	
Frag_8350	[#6]~C[CH1]([CH2][NH0](~[#6])~[#6])~[!#1]	
Frag_8351	[#6]~C(~[#6])[CH0](~[!#1])[OH0][CH1](~[#6])~[#6]	
Frag_8352	[#6]~N(~[#6])[CH2][CH2]c(:c:n:c1:c:c:c:c2):c12	
Frag_8353	[#6]~C([CH1]([CH1]([CH1]([CH1]1~O)[OH0]~[#6])~O)~O)[OH0]1	
Frag_8354	[#6]~Oc(:c:c(:c:c1~[!#1])~[!#1]):c1	
Frag_8355	[#6]~C[OH0][CH0](~[!#1])[CH2][CH2]~[#6]	
Frag_8356	[#6]~C[OH0][CH1](~[#6])[OH0][CH0](~[!#1])~[#6]	
Frag_8357	[#6]~N[CH2][CH2][CH2][CH0](~[!#1])~[!#1]	
Frag_8358	[#6]~C(=[CH1][CH2]c(:c:c(:c:c1~[#6])~[!#1]):c1~[#8])~[#6]	
Frag_8359	[#6]~C([CH0]([NH1][CH1]([CH2][CH0](~[!#1])~O)[CH0](~[!#1])~O)~O)~N	
Frag_8360	[#6]~C(~[#6])[NH0](~C)~[!#1]	
Frag_8361	[CH3][CH2][CH2][CH2][CH2]n	
Frag_8362	c[CH2][CH1]=[CH0]([CH3])[CH3]	
Frag_8363	[CH1][NH1][CH0](=[OH0])[CH1]([CH2]c)[NH2]	
Frag_8364	[CH3][CH2][CH2][CH2][CH2][CH1]=[CH1][CH2][CH1]=[CH1][CH2][CH1]=[CH1][CH2][CH1]	
Frag_8365	[CH3][CH1]([CH0])[OH0]c	
Frag_8366	n[CH2][CH1]	
Frag_8367	[CH3][CH2][CH1]=[CH1][CH2][CH1]=[CH1][CH2][CH1]=[CH1][CH2][CH1]	
Frag_8368	[CH1][CH2][CH2][CH2][NH0]=[CH0]([NH2])[NH2]	
Frag_8369	[CH0]([CH3])[CH1]=[CH1]c	
Frag_8370	[CH0][NH1][CH2]c	
Frag_8371	c[CH0](=[OH0])[NH1][CH1]	
Frag_8372	c[CH2][CH2][NH0]	
Frag_8373	c[CH2][OH1]	
Frag_8374	c[OH0][CH1]([CH1])c	
Frag_8375	[CH1][CH2][OH0]c	
Frag_8376	[CH1][OH0]c	
Frag_8378	[CH3][CH1]([CH1])[OH1]	
Frag_8379	[CH3][CH2][CH2][CH2][CH2][CH1]	
Frag_8380	[CH3][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH1]	
Frag_8381	[CH1][CH2]c	
Frag_8382	[CH1][CH1]=[CH1][CH1]	
Frag_8383	[CH0]([CH3])[CH2][CH2][CH0]	
Frag_8384	[CH1][CH0](=[OH0])[NH1][CH1]([CH2]c)[CH0](=[OH0])[OH1]	
Frag_8385	[CH1]n	
Frag_8386	[CH3][OH0][CH1]	
Frag_8387	[CH1][CH2][CH1]([CH1])[OH1]	
Frag_8388	[CH1][CH1]([CH1]([CH2][OH1])[OH1])[OH1]	
Frag_8389	[CH1][NH1][CH3]	
Frag_8390	c[CH3]	
Frag_8391	[CH1][CH0](=[OH0])[NH2]	
Frag_8392	[CH0][CH1]=[CH1][CH0]	
Frag_8393	c[CH1]=[CH1]c	
Frag_8394	[CH1][CH2][CH2]c	
Frag_8395	[CH1][CH2][CH2][CH2][CH0](=[OH0])[OH1]	
Frag_8396	[CH1][CH2][CH0](=[OH0])[NH2]	
Frag_8397	[CH1][CH2][CH0][CH3]	
Frag_8399	[CH0][CH0](=[OH0])[OH1]	
Frag_8400	[CH0]([CH1])[CH0](=[OH0])[OH0][CH3]	
Frag_8401	[CH1][CH2][CH2][CH0][OH1]	
Frag_8402	[CH0]([CH2][OH1])[OH0][CH1]	
Frag_8403	[CH1][CH2][CH1]	
Frag_8404	[NH0][CH2][CH1]	
Frag_8405	[CH1][CH2][CH2][CH1]	
Frag_8406	[CH1]c	
Frag_8407	[CH1][CH2][OH0][CH1]	
Frag_8408	[CH1][CH1]([CH2][CH1])[CH1]	
Frag_8409	[CH2]([CH2][CH0](=[OH0])[OH1])[CH1]	
Frag_8410	c[CH0][OH1]	
Frag_8411	[CH3][OH0][CH0](=[OH0])c	
Frag_8412	[CH1][CH0](=[OH0])[OH0][CH1]	
Frag_8413	[CH0][CH2][OH1]	
Frag_8414	[NH0][CH0](=[OH0])[CH1]	
Frag_8415	[CH1][CH2][CH0](=[OH0])[OH1]	
Frag_8416	[CH0]([CH1])c	
Frag_8417	[CH1][CH2][CH2][CH2][CH2][NH2]	
Frag_8418	[CH1][OH0][CH0](=[OH0])[CH0](=[CH1][CH3])[CH3]	
Frag_8419	[CH3][CH0](=[OH0])[OH0][CH0]	
